Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0051094~positive regulation of developmental process	15	10.344827586206897	0.047191063573321035	33684_AT, 32717_AT, 35367_AT, 1355_G_AT, 39469_S_AT, 1910_S_AT, 37711_AT, 32073_AT, 34618_AT, 39698_AT, 1890_AT, 606_AT, 40317_AT, 2090_I_AT, 39187_AT	133	1089	16792	1.739058389776093	1.0	0.44105373926739055	58.44657025326288
GOTERM_BP_ALL	GO:0007631~feeding behavior	4	2.7586206896551726	0.04760284676457793	38604_AT, 38103_AT, 1355_G_AT, 39469_S_AT	133	103	16792	4.903131615446383	1.0	0.4427481109635125	58.77160769381771
GOTERM_BP_ALL	GO:0071621~granulocyte chemotaxis	4	2.7586206896551726	0.04760284676457793	36703_AT, 37454_AT, 1403_S_AT, 35367_AT	133	103	16792	4.903131615446383	1.0	0.4427481109635125	58.77160769381771
GOTERM_BP_ALL	GO:0021953~central nervous system neuron differentiation	5	3.4482758620689653	0.04770290687560864	38604_AT, 33293_AT, 38103_AT, 34720_AT, 1355_G_AT	133	173	16792	3.649006910339432	1.0	0.4422492790686554	58.85022563764348
GOTERM_MF_ALL	GO:0016684~oxidoreductase activity, acting on peroxide as acceptor	3	2.0689655172413794	0.048041344671858645	33284_AT, 31687_F_AT, 31525_S_AT	127	47	16881	8.484335734628916	0.9999999999996898	0.4803418462583816	51.54934850305193
GOTERM_BP_ALL	GO:0060326~cell chemotaxis	6	4.137931034482759	0.04822178040321645	33963_AT, 36703_AT, 37983_AT, 37454_AT, 1403_S_AT, 35367_AT	133	251	16792	3.018063086001857	1.0	0.4446689158726568	59.255641394081
GOTERM_BP_ALL	GO:0009887~organ morphogenesis	14	9.655172413793103	0.04840787952340264	35038_AT, 33684_AT, 31621_S_AT, 41489_AT, 1355_G_AT, 39469_S_AT, 37172_AT, 1910_S_AT, 37711_AT, 34618_AT, 34720_AT, 39511_AT, 2090_I_AT, 39187_AT	133	992	16792	1.7818336162988113	1.0	0.4447644513656467	59.40012591208915
GOTERM_BP_ALL	GO:0045123~cellular extravasation	3	2.0689655172413794	0.0487425084888743	33963_AT, 37096_AT, 36703_AT	133	45	16792	8.41704260651629	1.0	0.44588258677272863	59.65870953732112
GOTERM_BP_ALL	GO:2000027~regulation of organ morphogenesis	6	4.137931034482759	0.04890052771109828	33684_AT, 34720_AT, 2090_I_AT, 39187_AT, 37172_AT, 1910_S_AT	133	252	16792	3.0060866451843893	1.0	0.4457809440712087	59.78027675596791
GOTERM_BP_ALL	GO:0040017~positive regulation of locomotion	8	5.517241379310345	0.04913648659522234	33963_AT, 37096_AT, 1403_S_AT, 38482_AT, 35367_AT, 1372_AT, 35373_AT, 1910_S_AT	133	422	16792	2.3934718312368597	1.0	0.446212848978228	59.96116023351972
GOTERM_BP_ALL	GO:1901987~regulation of cell cycle phase transition	7	4.827586206896552	0.04961050368770854	1974_S_AT, 822_S_AT, 38103_AT, 39198_S_AT, 1983_AT, 39094_AT, 1910_S_AT	133	336	16792	2.6303258145363406	1.0	0.44825905828481394	60.32221576619959
GOTERM_BP_ALL	GO:0044772~mitotic cell cycle phase transition	9	6.206896551724138	0.05007024668972994	1974_S_AT, 822_S_AT, 38103_AT, 1575_AT, 38201_AT, 39198_S_AT, 1983_AT, 39094_AT, 1910_S_AT	133	514	16792	2.2107018519060295	1.0	0.4501885108723561	60.669458056924256
GOTERM_MF_ALL	GO:0019903~protein phosphatase binding	4	2.7586206896551726	0.05036982860363952	1974_S_AT, 35373_AT, 1901_S_AT, 1910_S_AT	127	111	16881	4.789955309640349	0.999999999999926	0.48924978525534535	53.26462343055507
GOTERM_BP_ALL	GO:0048869~cellular developmental process	41	28.27586206896552	0.05054003159822644	33963_AT, 33684_AT, 32148_AT, 32717_AT, 38103_AT, 37408_AT, 35915_AT, 35367_AT, 1355_G_AT, 35373_AT, 1855_AT, 1910_S_AT, 39469_S_AT, 37711_AT, 32073_AT, 33293_AT, 37983_AT, 40058_S_AT, 34618_AT, 39698_AT, 606_AT, 39511_AT, 1974_S_AT, 38604_AT, 33080_S_AT, 38236_AT, 32680_AT, 37454_AT, 1112_G_AT, 35069_AT, 36378_AT, 35439_AT, 1901_S_AT, 1786_AT, 40271_AT, 34720_AT, 32413_AT, 1890_AT, 919_AT, 2090_I_AT, 39187_AT	133	3992	16792	1.2967137282082961	1.0	0.4521662319189993	61.0213173026246
GOTERM_BP_ALL	GO:0021987~cerebral cortex development	4	2.7586206896551726	0.05106857248183961	38604_AT, 38816_AT, 39511_AT, 1355_G_AT	133	106	16792	4.764363739537522	1.0	0.45451503134283977	61.41362716373828
GOTERM_BP_ALL	GO:0046834~lipid phosphorylation	4	2.7586206896551726	0.05106857248183961	35090_G_AT, 35091_AT, 35373_AT, 1855_AT, 1901_S_AT	133	106	16792	4.764363739537522	1.0	0.45451503134283977	61.41362716373828
GOTERM_BP_ALL	GO:0044699~single-organism process	114	78.62068965517241	0.05119101851308093	38646_S_AT, 31621_S_AT, 38103_AT, 37968_AT, 39469_S_AT, 33293_AT, 35090_G_AT, 40058_S_AT, 40350_AT, 1974_S_AT, 35595_AT, 1112_G_AT, 37905_R_AT, 1901_S_AT, 37172_AT, 34720_AT, 1890_AT, 37898_R_AT, 40790_AT, 36436_AT, 966_AT, 33963_AT, 38674_AT, 32717_AT, 37408_AT, 36317_AT, 37983_AT, 34249_AT, 35121_AT, 606_AT, 37953_S_AT, 32439_AT, 38604_AT, 32680_AT, 38229_AT, 32084_AT, 41489_AT, 1331_S_AT, 36378_AT, 33371_S_AT, 38482_AT, 1419_G_AT, 31687_F_AT, 40317_AT, 38508_S_AT, 32279_AT, 37954_AT, 40959_AT, 34629_AT, 35648_AT, 33284_AT, 35915_AT, 1355_G_AT, 1855_AT, 37711_AT, 32073_AT, 33685_AT, 1575_AT, 936_S_AT, 39511_AT, 41280_R_AT, 33922_AT, 38236_AT, 34636_AT, 37454_AT, 32418_AT, 33516_AT, 1403_S_AT, 35069_AT, 1645_AT, 1786_AT, 34972_S_AT, 31512_AT, 37096_AT, 40271_AT, 38816_AT, 37097_AT, 919_AT, 38201_AT, 40294_AT, 1372_AT, 1983_AT, 37105_AT, 34436_AT, 35038_AT, 33684_AT, 33530_AT, 32148_AT, 31525_S_AT, 34467_G_AT, 35367_AT, 40186_AT, 38128_AT, 35373_AT, 1910_S_AT, 679_AT, 822_S_AT, 40735_AT, 35091_AT, 34618_AT, 38948_AT, 1391_S_AT, 39698_AT, 31506_S_AT, 39094_AT, 33080_S_AT, 31793_AT, 38691_S_AT, 967_G_AT, 35169_AT, 35439_AT, 36479_AT, 36703_AT, 32413_AT, 39198_S_AT, 2090_I_AT, 39187_AT, 37166_AT	133	13377	16792	1.0759619389356998	1.0	0.4541535452591017	61.503978979071285
GOTERM_BP_ALL	GO:0051270~regulation of cellular component movement	12	8.275862068965518	0.05131799934255275	35038_AT, 37096_AT, 35090_G_AT, 36703_AT, 1403_S_AT, 35091_AT, 38482_AT, 919_AT, 35367_AT, 1372_AT, 35373_AT, 1901_S_AT, 1910_S_AT	133	802	16792	1.8891118069487933	1.0	0.45382445519673453	61.597465798705564
GOTERM_MF_ALL	GO:0005548~phospholipid transporter activity	3	2.0689655172413794	0.05176621979787752	33685_AT, 1575_AT, 39469_S_AT	127	49	16881	8.138036316888961	0.9999999999999687	0.4913437355029626	54.26594602315855
GOTERM_MF_ALL	GO:0008009~chemokine activity	3	2.0689655172413794	0.05176621979787752	36703_AT, 37454_AT, 1403_S_AT	127	49	16881	8.138036316888961	0.9999999999999687	0.4913437355029626	54.26594602315855
GOTERM_BP_ALL	GO:1901214~regulation of neuron death	6	4.137931034482759	0.052379091091705285	1974_S_AT, 33293_AT, 1403_S_AT, 1355_G_AT, 37711_AT, 1910_S_AT	133	257	16792	2.9476024692080394	1.0	0.45962290766363734	62.370327678032126
GOTERM_BP_ALL	GO:0019222~regulation of metabolic process	59	40.689655172413794	0.052773259325496535	35648_AT, 38103_AT, 35915_AT, 1355_G_AT, 37711_AT, 32073_AT, 39908_AT, 36234_AT, 936_S_AT, 33922_AT, 41280_R_AT, 1974_S_AT, 38236_AT, 34636_AT, 37454_AT, 1403_S_AT, 32250_AT, 35069_AT, 1901_S_AT, 37172_AT, 1645_AT, 37096_AT, 40271_AT, 34720_AT, 34606_S_AT, 1890_AT, 41113_AT, 37898_R_AT, 919_AT, 40790_AT, 1983_AT, 37105_AT, 33963_AT, 32148_AT, 32717_AT, 40186_AT, 38128_AT, 35373_AT, 1910_S_AT, 679_AT, 822_S_AT, 37983_AT, 34618_AT, 38948_AT, 39698_AT, 39094_AT, 38945_AT, 32680_AT, 41489_AT, 1331_S_AT, 40089_AT, 35439_AT, 36703_AT, 32413_AT, 40317_AT, 31687_F_AT, 1419_G_AT, 2090_I_AT, 39187_AT, 37954_AT	133	6171	16792	1.2071111176092881	1.0	0.4610170478270199	62.653663548621076
GOTERM_BP_ALL	GO:0010810~regulation of cell-substrate adhesion	5	3.4482758620689653	0.05284506933026045	36703_AT, 34636_AT, 35169_AT, 35373_AT, 1910_S_AT	133	179	16792	3.526693829545932	1.0	0.46031600350657376	62.70506441219232
GOTERM_BP_ALL	GO:0007596~blood coagulation	7	4.827586206896552	0.05319777921247871	33516_AT, 31687_F_AT, 919_AT, 35373_AT, 37172_AT, 37954_AT, 1786_AT	133	342	16792	2.5841797476146504	1.0	0.4614305959409565	62.95656144438426
GOTERM_CC_ALL	GO:0031526~brush border membrane	3	2.0689655172413794	0.053436889848199824	32084_AT, 919_AT, 34436_AT	134	51	18224	8.0	0.9999999947045544	0.4198503003695736	52.76975133870116
GOTERM_BP_ALL	GO:1903236~regulation of leukocyte tethering or rolling	2	1.3793103448275863	0.05375478562316867	37096_AT, 36703_AT	133	7	16792	36.07303974221267	1.0	0.46384335075037353	63.35046926982777
GOTERM_BP_ALL	GO:0002476~antigen processing and presentation of endogenous peptide antigen via MHC class Ib	2	1.3793103448275863	0.05375478562316867	1575_AT, 40294_AT	133	7	16792	36.07303974221267	1.0	0.46384335075037353	63.35046926982777
GOTERM_BP_ALL	GO:0002481~antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent	2	1.3793103448275863	0.05375478562316867	1575_AT, 40294_AT	133	7	16792	36.07303974221267	1.0	0.46384335075037353	63.35046926982777
GOTERM_BP_ALL	GO:0033084~regulation of immature T cell proliferation in thymus	2	1.3793103448275863	0.05375478562316867	34618_AT, 1901_S_AT	133	7	16792	36.07303974221267	1.0	0.46384335075037353	63.35046926982777
GOTERM_BP_ALL	GO:0002477~antigen processing and presentation of exogenous peptide antigen via MHC class Ib	2	1.3793103448275863	0.05375478562316867	1575_AT, 40294_AT	133	7	16792	36.07303974221267	1.0	0.46384335075037353	63.35046926982777
GOTERM_MF_ALL	GO:0005126~cytokine receptor binding	6	4.137931034482759	0.05393486567432165	36703_AT, 37454_AT, 1403_S_AT, 1890_AT, 35915_AT, 35373_AT	127	273	16881	2.921346370165268	0.9999999999999918	0.4984736386016585	55.78147260588925
GOTERM_BP_ALL	GO:0006796~phosphate-containing compound metabolic process	33	22.758620689655174	0.054123418913158666	33963_AT, 32148_AT, 32717_AT, 35915_AT, 40186_AT, 1355_G_AT, 35373_AT, 1855_AT, 1910_S_AT, 37711_AT, 679_AT, 35090_G_AT, 34249_AT, 35091_AT, 38948_AT, 41280_R_AT, 39094_AT, 1974_S_AT, 38236_AT, 32680_AT, 34636_AT, 37454_AT, 1403_S_AT, 1112_G_AT, 1331_S_AT, 1901_S_AT, 1645_AT, 1786_AT, 37096_AT, 36703_AT, 1890_AT, 1419_G_AT, 1983_AT, 37105_AT, 37166_AT	133	3083	16792	1.3514226695509453	1.0	0.46503427198959857	63.60898183889307
GOTERM_BP_ALL	GO:0010001~glial cell differentiation	5	3.4482758620689653	0.054623853491618996	32073_AT, 34720_AT, 39511_AT, 1355_G_AT, 1901_S_AT	133	181	16792	3.487724836954264	1.0	0.467048305767368	63.95716676504043
GOTERM_BP_ALL	GO:0060255~regulation of macromolecule metabolic process	56	38.62068965517241	0.05463373908701983	35648_AT, 38103_AT, 35915_AT, 1355_G_AT, 37711_AT, 32073_AT, 39908_AT, 36234_AT, 936_S_AT, 33922_AT, 41280_R_AT, 1974_S_AT, 38236_AT, 34636_AT, 37454_AT, 1403_S_AT, 32250_AT, 35069_AT, 1901_S_AT, 37172_AT, 1645_AT, 37096_AT, 40271_AT, 34720_AT, 1890_AT, 41113_AT, 34606_S_AT, 919_AT, 40790_AT, 1983_AT, 37105_AT, 33963_AT, 32717_AT, 40186_AT, 38128_AT, 35373_AT, 1910_S_AT, 679_AT, 822_S_AT, 37983_AT, 34618_AT, 38948_AT, 39698_AT, 39094_AT, 38945_AT, 32680_AT, 41489_AT, 1331_S_AT, 40089_AT, 35439_AT, 36703_AT, 32413_AT, 40317_AT, 1419_G_AT, 2090_I_AT, 39187_AT, 37954_AT	133	5815	16792	1.2158754582069964	1.0	0.4659568360122033	63.964013004957444
GOTERM_BP_ALL	GO:0001775~cell activation	13	8.96551724137931	0.05464399042420802	33963_AT, 31512_AT, 34618_AT, 1403_S_AT, 31687_F_AT, 919_AT, 35367_AT, 39187_AT, 35373_AT, 1901_S_AT, 37711_AT, 1910_S_AT, 1786_AT	133	910	16792	1.8036519871106336	1.0	0.4648729339357357	63.9711112403801
GOTERM_BP_ALL	GO:0003014~renal system process	4	2.7586206896551726	0.05465367198447503	37983_AT, 1391_S_AT, 31687_F_AT, 1910_S_AT	133	109	16792	4.633234462302545	1.0	0.4637906701082377	63.97781373748946
GOTERM_BP_ALL	GO:0009653~anatomical structure morphogenesis	29	20.0	0.05472096626953854	35038_AT, 33684_AT, 32148_AT, 31621_S_AT, 32717_AT, 1355_G_AT, 38128_AT, 1855_AT, 1910_S_AT, 39469_S_AT, 37711_AT, 33293_AT, 40058_S_AT, 34618_AT, 39698_AT, 606_AT, 39511_AT, 32680_AT, 37454_AT, 41489_AT, 1112_G_AT, 1901_S_AT, 37172_AT, 1786_AT, 34720_AT, 1890_AT, 919_AT, 2090_I_AT, 39187_AT	133	2631	16792	1.3916433043841072	1.0	0.46307535155291035	64.02436869722064
GOTERM_BP_ALL	GO:0006793~phosphorus metabolic process	33	22.758620689655174	0.0553481037660232	33963_AT, 32148_AT, 32717_AT, 35915_AT, 40186_AT, 1355_G_AT, 35373_AT, 1855_AT, 1910_S_AT, 37711_AT, 679_AT, 35090_G_AT, 34249_AT, 35091_AT, 38948_AT, 41280_R_AT, 39094_AT, 1974_S_AT, 38236_AT, 32680_AT, 34636_AT, 37454_AT, 1403_S_AT, 1112_G_AT, 1331_S_AT, 1901_S_AT, 1645_AT, 1786_AT, 37096_AT, 36703_AT, 1890_AT, 1419_G_AT, 1983_AT, 37105_AT, 37166_AT	133	3089	16792	1.348797698357256	1.0	0.46586072833591186	64.45550425971153
GOTERM_BP_ALL	GO:1901701~cellular response to oxygen-containing compound	13	8.96551724137931	0.05538085669001351	32717_AT, 1403_S_AT, 33284_AT, 35169_AT, 1355_G_AT, 35373_AT, 37172_AT, 37711_AT, 33371_S_AT, 40271_AT, 37983_AT, 1419_G_AT, 2090_I_AT	133	912	16792	1.7996966099459173	1.0	0.4649315879146402	64.47788607835723
GOTERM_BP_ALL	GO:0030258~lipid modification	6	4.137931034482759	0.05599918736208985	35090_G_AT, 37983_AT, 38229_AT, 35091_AT, 35373_AT, 1855_AT, 1901_S_AT	133	262	16792	2.8913505136888022	1.0	0.4676308560064414	64.89793368020547
GOTERM_BP_ALL	GO:0009991~response to extracellular stimulus	8	5.517241379310345	0.05607234468229749	32073_AT, 1974_S_AT, 38604_AT, 33684_AT, 33284_AT, 34467_G_AT, 37711_AT, 1910_S_AT	133	435	16792	2.321942788004494	1.0	0.46695403088694254	64.94731960860143
GOTERM_BP_ALL	GO:0050673~epithelial cell proliferation	7	4.827586206896552	0.05630535055244608	33080_S_AT, 1403_S_AT, 34618_AT, 34720_AT, 1901_S_AT, 37172_AT, 37711_AT	133	347	16792	2.5469437281965717	1.0	0.4672622844720571	65.104176442961
GOTERM_BP_ALL	GO:0051216~cartilage development	5	3.4482758620689653	0.05643486580260513	33684_AT, 34618_AT, 34720_AT, 39187_AT, 37711_AT	133	183	16792	3.4496076256214305	1.0	0.46693580490322906	65.19107755369734
GOTERM_BP_ALL	GO:0046651~lymphocyte proliferation	6	4.137931034482759	0.05674019758368272	1403_S_AT, 34618_AT, 35367_AT, 1901_S_AT, 37711_AT, 1910_S_AT	133	263	16792	2.880356785499871	1.0	0.46768336378397213	65.39513801246304
GOTERM_MF_ALL	GO:0022804~active transmembrane transporter activity	7	4.827586206896552	0.05718307783584292	32439_AT, 35121_AT, 32084_AT, 1575_AT, 37097_AT, 40294_AT, 34436_AT	127	367	16881	2.535282885279667	0.9999999999999989	0.5120969218880473	57.964098792177964
GOTERM_MF_ALL	GO:0002020~protease binding	4	2.7586206896551726	0.05723211058479427	1974_S_AT, 37096_AT, 822_S_AT, 1910_S_AT	127	117	16881	4.544316575812639	0.9999999999999989	0.5052059835469485	57.9962631605956
GOTERM_BP_ALL	GO:0014706~striated muscle tissue development	7	4.827586206896552	0.05822163611368635	35038_AT, 31621_S_AT, 40058_S_AT, 32717_AT, 1855_AT, 37711_AT, 1910_S_AT	133	350	16792	2.525112781954887	1.0	0.4755151304765546	66.36927267509726
GOTERM_BP_ALL	GO:0032943~mononuclear cell proliferation	6	4.137931034482759	0.05823920508356591	1403_S_AT, 34618_AT, 35367_AT, 1901_S_AT, 37711_AT, 1910_S_AT	133	265	16792	2.8586182437225136	1.0	0.47450200524885977	66.3806683037846
GOTERM_BP_ALL	GO:0070887~cellular response to chemical stimulus	29	20.0	0.05853251416967125	33963_AT, 32717_AT, 33284_AT, 35367_AT, 1355_G_AT, 1855_AT, 35373_AT, 1910_S_AT, 37711_AT, 37983_AT, 31506_S_AT, 1974_S_AT, 33080_S_AT, 34636_AT, 38229_AT, 31793_AT, 37454_AT, 1403_S_AT, 1112_G_AT, 1331_S_AT, 35169_AT, 1901_S_AT, 37172_AT, 33371_S_AT, 40271_AT, 36703_AT, 1890_AT, 1419_G_AT, 2090_I_AT, 39187_AT	133	2648	16792	1.38270903845717	1.0	0.47513885756272967	66.57037706341546
GOTERM_BP_ALL	GO:0032103~positive regulation of response to external stimulus	6	4.137931034482759	0.05976085302325662	33963_AT, 38604_AT, 37983_AT, 37454_AT, 1403_S_AT, 37172_AT	133	267	16792	2.837205372983019	1.0	0.4812926548041293	67.35391812606834
GOTERM_BP_ALL	GO:0001822~kidney development	6	4.137931034482759	0.05976085302325662	33684_AT, 40271_AT, 37983_AT, 2090_I_AT, 37711_AT, 1910_S_AT	133	267	16792	2.837205372983019	1.0	0.4812926548041293	67.35391812606834
GOTERM_BP_ALL	GO:0016337~single organismal cell-cell adhesion	11	7.586206896551724	0.059778855562425265	37096_AT, 36703_AT, 34636_AT, 1403_S_AT, 34618_AT, 31687_F_AT, 35367_AT, 39187_AT, 35373_AT, 1901_S_AT, 1910_S_AT	133	725	16792	1.9156028001037073	1.0	0.48028442282160666	67.36527160893127
GOTERM_BP_ALL	GO:0097530~granulocyte migration	4	2.7586206896551726	0.060889209032233056	36703_AT, 37454_AT, 1403_S_AT, 35367_AT	133	114	16792	4.430022424482258	1.0	0.4856478816936467	68.05836016821654
GOTERM_CC_ALL	GO:0071944~cell periphery	48	33.10344827586207	0.06089886822129932	37968_AT, 1355_G_AT, 39469_S_AT, 33685_AT, 33293_AT, 35090_G_AT, 40058_S_AT, 1575_AT, 39511_AT, 936_S_AT, 40350_AT, 38236_AT, 35595_AT, 34636_AT, 1112_G_AT, 1901_S_AT, 1645_AT, 1786_AT, 31512_AT, 37097_AT, 919_AT, 37105_AT, 35213_AT, 34436_AT, 33530_AT, 32148_AT, 32717_AT, 37408_AT, 34467_G_AT, 35367_AT, 35373_AT, 679_AT, 37983_AT, 34249_AT, 35091_AT, 34618_AT, 35121_AT, 1391_S_AT, 37953_S_AT, 32439_AT, 32680_AT, 32084_AT, 1331_S_AT, 36378_AT, 38482_AT, 1419_G_AT, 40317_AT, 32279_AT, 2090_I_AT, 37954_AT	134	5256	18224	1.2420091324200913	0.9999999996602259	0.4542704027796207	57.60931981616129
GOTERM_BP_ALL	GO:0002428~antigen processing and presentation of peptide antigen via MHC class Ib	2	1.3793103448275863	0.061196213584253506	1575_AT, 40294_AT	133	8	16792	31.56390977443609	1.0	0.4863111958065629	68.2475252589136
GOTERM_BP_ALL	GO:0002585~positive regulation of antigen processing and presentation of peptide antigen	2	1.3793103448275863	0.061196213584253506	1575_AT, 40294_AT	133	8	16792	31.56390977443609	1.0	0.4863111958065629	68.2475252589136
GOTERM_BP_ALL	GO:0033080~immature T cell proliferation in thymus	2	1.3793103448275863	0.061196213584253506	34618_AT, 1901_S_AT	133	8	16792	31.56390977443609	1.0	0.4863111958065629	68.2475252589136
GOTERM_BP_ALL	GO:0002589~regulation of antigen processing and presentation of peptide antigen via MHC class I	2	1.3793103448275863	0.061196213584253506	1575_AT, 40294_AT	133	8	16792	31.56390977443609	1.0	0.4863111958065629	68.2475252589136
GOTERM_BP_ALL	GO:0061303~cornea development in camera-type eye	2	1.3793103448275863	0.061196213584253506	33684_AT, 2090_I_AT	133	8	16792	31.56390977443609	1.0	0.4863111958065629	68.2475252589136
GOTERM_BP_ALL	GO:2000109~regulation of macrophage apoptotic process	2	1.3793103448275863	0.061196213584253506	1403_S_AT, 37711_AT	133	8	16792	31.56390977443609	1.0	0.4863111958065629	68.2475252589136
GOTERM_BP_ALL	GO:0009628~response to abiotic stimulus	14	9.655172413793103	0.061252156710019094	1974_S_AT, 38236_AT, 33284_AT, 967_G_AT, 35373_AT, 39469_S_AT, 37172_AT, 1910_S_AT, 37096_AT, 822_S_AT, 37953_S_AT, 1419_G_AT, 40317_AT, 40790_AT, 966_AT	133	1029	16792	1.7177637972482225	1.0	0.4855250589297673	68.28188115949582
GOTERM_BP_ALL	GO:0016358~dendrite development	5	3.4482758620689653	0.0630256862096303	32148_AT, 32680_AT, 40058_S_AT, 32717_AT, 37711_AT	133	190	16792	3.3225168183616938	1.0	0.4945387095597441	69.35301310221091
GOTERM_BP_ALL	GO:0040007~growth	13	8.96551724137931	0.06312312522846782	1974_S_AT, 38103_AT, 33284_AT, 1901_S_AT, 39469_S_AT, 1910_S_AT, 37711_AT, 679_AT, 37096_AT, 37983_AT, 40058_S_AT, 39698_AT, 606_AT, 37105_AT	133	932	16792	1.7610765110200393	1.0	0.4939786667625974	69.4108599062019
GOTERM_CC_ALL	GO:0005886~plasma membrane	47	32.41379310344827	0.06341008878426638	33530_AT, 32148_AT, 32717_AT, 37408_AT, 37968_AT, 34467_G_AT, 35367_AT, 1355_G_AT, 35373_AT, 39469_S_AT, 679_AT, 33685_AT, 33293_AT, 35090_G_AT, 37983_AT, 40058_S_AT, 34249_AT, 35121_AT, 34618_AT, 35091_AT, 37953_S_AT, 1391_S_AT, 1575_AT, 936_S_AT, 39511_AT, 32439_AT, 40350_AT, 38236_AT, 32680_AT, 34636_AT, 35595_AT, 32084_AT, 1112_G_AT, 1331_S_AT, 36378_AT, 1901_S_AT, 1645_AT, 1786_AT, 31512_AT, 38482_AT, 40317_AT, 37097_AT, 919_AT, 32279_AT, 2090_I_AT, 37105_AT, 37954_AT, 34436_AT, 35213_AT	134	5141	18224	1.2433378720093367	0.9999999998658261	0.4590212394401555	59.131739090882206
GOTERM_BP_ALL	GO:0048513~animal organ development	33	22.758620689655174	0.06404360846669357	35038_AT, 33684_AT, 31621_S_AT, 32717_AT, 38103_AT, 35367_AT, 1355_G_AT, 35373_AT, 1855_AT, 1910_S_AT, 39469_S_AT, 37711_AT, 33293_AT, 35090_G_AT, 37983_AT, 40058_S_AT, 35091_AT, 34618_AT, 39698_AT, 39511_AT, 38604_AT, 33080_S_AT, 34636_AT, 41489_AT, 1901_S_AT, 35439_AT, 37172_AT, 1786_AT, 40271_AT, 38816_AT, 34720_AT, 32413_AT, 2090_I_AT, 39187_AT	133	3129	16792	1.3315551582695953	1.0	0.49803730085342657	69.95225723761814
GOTERM_BP_ALL	GO:0051962~positive regulation of nervous system development	8	5.517241379310345	0.06419484833205054	32073_AT, 32717_AT, 606_AT, 40317_AT, 1355_G_AT, 39469_S_AT, 37711_AT, 1910_S_AT	133	449	16792	2.2495436810288525	1.0	0.4977739246906928	70.04034067527809
GOTERM_MF_ALL	GO:0046914~transition metal ion binding	17	11.724137931034482	0.06427816863127706	1974_S_AT, 38236_AT, 32717_AT, 34636_AT, 38229_AT, 33516_AT, 31525_S_AT, 35439_AT, 37172_AT, 36713_AT, 32073_AT, 40058_S_AT, 1391_S_AT, 31687_F_AT, 33922_AT, 37166_AT, 35213_AT	127	1423	16881	1.5879560206063492	1.0	0.5403607397359436	62.38715528745122
GOTERM_BP_ALL	GO:0048812~neuron projection morphogenesis	9	6.206896551724138	0.0647671384592613	32148_AT, 40058_S_AT, 34720_AT, 1112_G_AT, 606_AT, 1355_G_AT, 1901_S_AT, 39469_S_AT, 1910_S_AT	133	543	16792	2.0926349021725583	1.0	0.49984703246481665	70.37144400223443
GOTERM_BP_ALL	GO:2000145~regulation of cell motility	11	7.586206896551724	0.06477792677881875	37096_AT, 35090_G_AT, 36703_AT, 1403_S_AT, 35091_AT, 38482_AT, 919_AT, 35367_AT, 1372_AT, 35373_AT, 1901_S_AT, 1910_S_AT	133	736	16792	1.8869728669499837	1.0	0.49880537315050977	70.37765234246486
GOTERM_BP_ALL	GO:0006811~ion transport	18	12.413793103448276	0.0648000339013025	32439_AT, 38604_AT, 38236_AT, 1403_S_AT, 32084_AT, 31525_S_AT, 35367_AT, 1355_G_AT, 37711_AT, 1910_S_AT, 35121_AT, 1391_S_AT, 37953_S_AT, 37097_AT, 1419_G_AT, 40317_AT, 31687_F_AT, 34436_AT	133	1458	16792	1.558711593799313	1.0	0.4978306516896489	70.39037045926162
GOTERM_BP_ALL	GO:0006810~transport	46	31.724137931034484	0.06501148652417238	35038_AT, 33963_AT, 32717_AT, 37408_AT, 31525_S_AT, 35367_AT, 1355_G_AT, 35373_AT, 1910_S_AT, 39469_S_AT, 37711_AT, 33685_AT, 37983_AT, 35121_AT, 37953_S_AT, 1391_S_AT, 1575_AT, 936_S_AT, 41280_R_AT, 1974_S_AT, 32439_AT, 38604_AT, 38236_AT, 34636_AT, 1403_S_AT, 33516_AT, 32084_AT, 1901_S_AT, 36766_AT, 37172_AT, 1645_AT, 1786_AT, 33371_S_AT, 31512_AT, 37096_AT, 40271_AT, 32413_AT, 40317_AT, 1419_G_AT, 31687_F_AT, 37097_AT, 39198_S_AT, 32279_AT, 40294_AT, 37954_AT, 34436_AT	133	4663	16792	1.2454984770525928	1.0	0.49790332265811166	70.51175766431392
GOTERM_MF_ALL	GO:0070513~death domain binding	2	1.3793103448275863	0.0652200397738518	822_S_AT, 1910_S_AT	127	9	16881	29.53805774278215	1.0	0.5386616979152883	62.94055081643983
GOTERM_MF_ALL	GO:0015280~ligand-gated sodium channel activity	2	1.3793103448275863	0.0652200397738518	37953_S_AT, 40317_AT	127	9	16881	29.53805774278215	1.0	0.5386616979152883	62.94055081643983
GOTERM_BP_ALL	GO:0030900~forebrain development	7	4.827586206896552	0.06558096373915566	38604_AT, 33684_AT, 38816_AT, 34720_AT, 39511_AT, 1355_G_AT, 37711_AT	133	361	16792	2.4481702872138795	1.0	0.49993682478892143	70.83633936167313
